frame,xpx,ypx,xcm,ycm
333,996,415,3.1818181818181817,1.1111111111111112
334,997,416,3.272727272727273,1.0101010101010102
335,996,419,3.1818181818181817,0.7070707070707071
336,993,422,2.909090909090909,0.40404040404040403
337,993,422,2.909090909090909,0.40404040404040403
338,986,422,2.272727272727273,0.40404040404040403
339,978,423,1.5454545454545454,0.4
340,973,426,1.0,0.10101010101010101
341,972,428,0.9090909090909091,0
342,974,431,1.0909090909090908,0
343,970,433,0.7272727272727273,-0.18518518518518512
344,962,436,0,-0.4629629629629637
345,956,439,-0.1724137931034484,-0.7339449541284395
346,956,442,-0.1724137931034484,-1.0091743119266052
347,957,445,-0.08695652173913082,-1.284403669724771
348,953,448,-0.43478260869565233,-1.481481481481481
349,952,451,-0.5217391304347831,-1.7592592592592595
350,958,452,0,-1.9266055045871564
351,966,451,0.36036036036036034,-1.8518518518518512
352,971,448,0.8108108108108109,-1.5740740740740744
353,974,444,1.0810810810810811,-1.2037037037037042
354,974,442,1.0810810810810811,-1.018518518518519
355,974,442,1.0810810810810811,-1.018518518518519
356,976,442,1.2612612612612613,-1.018518518518519
357,977,442,1.3513513513513513,-1.018518518518519
358,972,442,0.9009009009009009,-1.018518518518519
359,967,444,0.45045045045045046,-1.2037037037037042
360,973,443,0.990990990990991,-1.1111111111111107
361,988,442,2.3423423423423424,-1.1111111111111107
362,1001,440,3.5135135135135136,-0.9259259259259256
363,1004,439,3.7837837837837838,-0.8333333333333339
364,1004,438,3.8181818181818183,-0.7407407407407405
365,1008,438,4.181818181818182,-0.7476635514018692
366,1013,438,4.636363636363637,-0.7476635514018692
367,1014,439,4.684684684684685,-0.8411214953271031
368,1012,440,4.504504504504505,-0.934579439252337
369,1008,440,4.1441441441441444,-0.934579439252337
370,1003,442,3.6936936936936937,-1.1111111111111107
371,998,444,3.2432432432432434,-1.2962962962962958
372,993,445,2.7927927927927927,-1.3888888888888893
373,991,446,2.6126126126126126,-1.481481481481481
374,984,447,1.981981981981982,-1.481481481481481
375,968,449,0.5405405405405406,-1.666666666666666
376,957,450,-0.08695652173913082,-1.7431192660550465
377,952,450,-0.5217391304347831,-1.666666666666666
378,959,451,0,-1.8348623853211006
379,966,451,0.36036036036036034,-1.8518518518518512
380,969,450,0.6306306306306306,-1.7592592592592595
381,964,450,0.18018018018018017,-1.7592592592592595
382,958,449,0,-1.6513761467889907
383,956,449,-0.17391304347826164,-1.6513761467889907
384,958,449,0,-1.6513761467889907
385,957,448,-0.08695652173913082,-1.5596330275229366
386,955,447,-0.2608695652173907,-1.4678899082568808
387,960,447,0,-1.4678899082568808
388,968,446,0.5405405405405406,-1.3888888888888893
389,976,444,1.2612612612612613,-1.2037037037037042
390,974,442,1.0810810810810811,-1.018518518518519
391,968,441,0.5405405405405406,-0.9259259259259256
392,965,440,0.2702702702702703,-0.8333333333333339
393,964,440,0.18018018018018017,-0.8333333333333339
394,961,439,0,-0.7339449541284395
395,957,438,-0.0862068965517242,-0.6422018348623855
396,952,437,-0.5172413793103452,-0.4629629629629637
397,950,437,-0.6896551724137936,-0.4629629629629637
398,948,436,-0.862068965517242,-0.37037037037037024
399,948,436,-0.862068965517242,-0.37037037037037024
400,950,435,-0.6896551724137936,-0.27777777777777857
401,954,435,-0.3448275862068968,-0.27777777777777857
402,957,435,-0.0862068965517242,-0.36697247706421976
403,961,435,0,-0.36697247706421976
404,966,434,0.36363636363636365,-0.27777777777777857
405,973,433,1.0,-0.18518518518518512
406,978,433,1.4545454545454546,-0.18518518518518512
